"x"
"FC.199A1in2_concatenated",1.99473324752423
"FC.113A1in2_concatenated",1.99956927007607
"FC.186A1in2_concatenated",1.20706309931903
"FC.143A_concatenated",1.34337400860434
"FC.172A1in2_concatenated",1.15710719838966
"FC.177A1in2_concatenated",1.89685588878117
"FC.112A1in2_concatenated",4.21953400844039
"FC.161A1in2_concatenated",1.00877681632628
"FC.162A_concatenated",1.38790274077917
"FC.122A1in2_concatenated",1.017461528145
"FC.195A1in2_concatenated",1.07509166797002
"FC.195A_concatenated",1.09542500691234
"FC.134A_concatenated",1.20255749139306
"FC.181A1in2_concatenated",3.49472674976031
"FC.123A_concatenated",3.9360393603936
"FC.133A_concatenated",1.1743350921283
"FC.134A1in2_concatenated",1.15349779342108
"FC.172A_concatenated",1.53183309512028
"FC.181A_concatenated",2.46193458594294
"FC.186A_concatenated",1.26044042947378
"FC.123A1in2_concatenated",4.18109877597495
"FC.162A1in2_concatenated",1.28918074423605
"FC.142A1in2_concatenated",1.06048725682205
"FC.143A1in2_concatenated",1.24634549225629
"FC.161A_concatenated",1.01068086310184
"FC.113A_concatenated",1.79295902195185
"FC.177A_concatenated",1.96273564057184
"FC.122A_concatenated",1.03000950108287
"FC.133A1in2_concatenated",1.11059444203367
"FC.199A_concatenated",2.16946882078378
"FC.142A_concatenated",1.0510293501248
"FC.112A_concatenated",4.8828125
