"","FC.199A1in2_concatenated","FC.113A1in2_concatenated","FC.186A1in2_concatenated","FC.143A_concatenated","FC.172A1in2_concatenated","FC.177A1in2_concatenated","FC.112A1in2_concatenated","FC.161A1in2_concatenated","FC.162A_concatenated","FC.122A1in2_concatenated","FC.195A1in2_concatenated","FC.195A_concatenated","FC.134A_concatenated","FC.181A1in2_concatenated","FC.123A_concatenated","FC.133A_concatenated","FC.134A1in2_concatenated","FC.172A_concatenated","FC.181A_concatenated","FC.186A_concatenated","FC.123A1in2_concatenated","FC.162A1in2_concatenated","FC.142A1in2_concatenated","FC.143A1in2_concatenated","FC.161A_concatenated","FC.113A_concatenated","FC.177A_concatenated","FC.122A_concatenated","FC.133A1in2_concatenated","FC.199A_concatenated","FC.142A_concatenated","FC.112A_concatenated"
"SNPconfirmed|RGI|Strict|TEM-109",0,0,0,0,13.1578947368421,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0000000000001,13.5135135135135,30.6122448979592,3.08641975308642,0,34.0909090909091,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-11",0,0,13.8888888888889,0,13.1578947368421,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,20.4081632653061,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-110",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,0,0,0,0,121.212121212122,0,15.3846153846154,0,0,0,13.5135135135135,20.4081632653061,3.08641975308642,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-111",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-112",0,0,0,0,13.1578947368421,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-113",0,0,0,35.7142857142858,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0000000000002,0,51.0204081632654,0,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-114",0,0,0,0,0,0,10.4166666666667,0,0,0,31.2500000000001,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,6.17283950617284,0,0,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-115",0,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-116",0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5405405405406,10.2040816326531,0,28.5714285714286,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-117",16.3934426229509,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-118",0,25.6410256410257,13.8888888888889,0,0,0,0,0,0,17.5438596491228,0,0,0,0,115.384615384616,40.0000000000002,0,0,0,0,30.7692307692308,0,0,0,0,0,6.17283950617284,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-12",0,0,0,0,0,0,10.4166666666667,17.2413793103449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,34.0909090909091,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-120",0,25.6410256410257,0,0,0,0,31.25,0,0,0,31.2500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6122448979592,24.6913580246914,28.5714285714286,0,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5161290322583,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-122",0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|TEM-123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-124",32.7868852459017,0,0,0,0,0,0,0,0,52.6315789473685,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,10.2040816326531,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-125",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,15.3846153846154,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-126",0,51.2820512820514,0,0,0,0,0,0,11.3636363636364,17.5438596491228,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-127",0,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0000000000001,0,0,0,0,45.4545454545455,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,40.8163265306123,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-129",0,0,13.8888888888889,0,0,0,0,0,22.7272727272728,0,0,0,28.5714285714287,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,61.2244897959184,15.4320987654321,0,68.1818181818183,0,20,0
"SNPconfirmed|RGI|Strict|TEM-130",0,0,0,0,0,0,0,0,0,0,0,27.7777777777779,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,27.0270270270271,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-132",0,0,0,0,26.3157894736842,4.04858299595142,0,0,22.7272727272728,17.5438596491228,0,0,0,0,0,0,0,0,0,0,0,36.3636363636364,0,0,0,0,12.3456790123457,0,34.0909090909091,29.8507462686567,0,0
"SNPconfirmed|RGI|Strict|TEM-133",0,0,0,35.7142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-134",0,0,0,35.7142857142858,13.1578947368421,0,0,0,11.3636363636364,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,25.0000000000001,0,20.4081632653061,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-135",16.3934426229509,0,0,0,0,4.04858299595142,0,17.2413793103449,11.3636363636364,17.5438596491228,15.625,27.7777777777779,0,0,76.9230769230773,0,0,0,0,0,15.3846153846154,18.1818181818182,0,0,13.5135135135135,0,3.08641975308642,0,0,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,0,30.3030303030304,0,0,10.2040816326531,9.25925925925926,28.5714285714286,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9090909090912,0,0,18.1818181818182,0,0,0,10.2040816326531,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-139",0,25.6410256410257,0,0,0,0,0,0,0,17.5438596491228,0,0,0,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,30.6122448979592,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-141",0,0,0,0,0,0,0,17.2413793103449,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,30.6122448979592,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-142",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,0,23.8095238095239,38.4615384615386,0,0,0,0,0,0,18.1818181818182,0,0,0,0,6.17283950617284,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-143",0,0,0,0,26.3157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,20.4081632653061,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-144",16.3934426229509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9090909090912,0,30.7692307692308,0,0,0,0,0,24.6913580246914,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-146",0,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,3.08641975308642,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-149",0,0,0,0,0,0,31.25,86.2068965517243,11.3636363636364,0,0,0,28.5714285714287,0,0,0,64.5161290322583,0,0,11.764705882353,0,0,0,25.0000000000001,0,10.2040816326531,12.3456790123457,28.5714285714286,11.3636363636364,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-15",16.3934426229509,0,0,17.8571428571429,0,0,0,0,0,0,46.8750000000001,27.7777777777779,28.5714285714287,0,38.4615384615386,0,0,0,30.3030303030304,0,0,0,0,50.0000000000002,0,61.2244897959184,6.17283950617284,14.2857142857143,0,22.3880597014926,60.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-150",0,0,0,35.7142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,30.3030303030304,0,27.0270270270271,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-153",0,25.6410256410257,0,0,0,0,0,0,0,35.0877192982457,0,0,0,47.6190476190478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,60.6060606060608,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|TEM-156",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|TEM-157",0,0,27.7777777777778,0,0,0,0,0,0,0,0,27.7777777777779,0,0,0,0,0,0,0,11.764705882353,15.3846153846154,0,0,0,54.0540540540541,0,0,0,11.3636363636364,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-159",32.7868852459017,0,0,0,0,8.09716599190284,0,0,0,35.0877192982457,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,27.0270270270271,71.4285714285715,15.4320987654321,14.2857142857143,45.4545454545455,0,0,0
"SNPconfirmed|RGI|Strict|TEM-16",16.3934426229509,0,0,35.7142857142858,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-160",16.3934426229509,0,0,0,26.3157894736842,8.09716599190284,0,0,0,0,15.625,0,0,0,0,0,64.5161290322583,32.2580645161292,60.6060606060608,0,0,0,0,0,0,0,6.17283950617284,0,0,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-162",0,0,0,17.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-163",32.7868852459017,0,13.8888888888889,0,0,0,0,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,0,46.1538461538462,0,0,0,0,61.2244897959184,0,28.5714285714286,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-164",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5384615384616,0,0,0,0,0,0,0,11.3636363636364,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-166",0,0,0,0,0,8.09716599190284,41.6666666666667,34.4827586206897,11.3636363636364,35.0877192982457,46.8750000000001,0,28.5714285714287,23.8095238095239,0,0,0,0,30.3030303030304,0,15.3846153846154,18.1818181818182,0,0,40.5405405405406,20.4081632653061,0,14.2857142857143,0,22.3880597014926,60.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0000000000001,13.5135135135135,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-168",0,25.6410256410257,0,0,0,12.1457489878543,0,0,34.0909090909091,0,0,0,28.5714285714287,0,0,0,0,0,90.9090909090912,11.764705882353,0,0,0,0,27.0270270270271,0,9.25925925925926,0,0,37.3134328358209,80.0000000000002,0
"SNPconfirmed|RGI|Strict|TEM-169",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,6.17283950617284,0,45.4545454545455,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-17",0,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0,23.8095238095239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-171",0,0,0,17.8571428571429,13.1578947368421,0,41.6666666666667,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,20.4081632653061,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|TEM-176",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,0,9.25925925925926,0,45.4545454545455,0,0,0
"SNPconfirmed|RGI|Strict|TEM-178",0,0,0,17.8571428571429,0,0,10.4166666666667,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,50.0000000000002,0,0,9.25925925925926,0,0,14.9253731343284,100,0
"SNPconfirmed|RGI|Strict|TEM-182",0,0,0,17.8571428571429,0,0,0,17.2413793103449,0,17.5438596491228,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,25.0000000000001,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-183",32.7868852459017,0,0,0,0,0,0,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,11.764705882353,0,0,0,0,13.5135135135135,0,12.3456790123457,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-184",0,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,0,0,0,7.46268656716418,20,0
"SNPconfirmed|RGI|Strict|TEM-185",16.3934426229509,0,13.8888888888889,17.8571428571429,26.3157894736842,0,0,0,11.3636363636364,0,0,55.5555555555557,0,0,0,0,32.2580645161292,32.2580645161292,181.818181818182,0,0,18.1818181818182,0,0,0,30.6122448979592,6.17283950617284,0,0,44.7761194029851,0,0
"SNPconfirmed|RGI|Strict|TEM-186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-187",0,0,13.8888888888889,0,0,0,0,0,0,17.5438596491228,0,0,0,0,76.9230769230773,0,0,0,30.3030303030304,0,46.1538461538462,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-188",16.3934426229509,0,41.6666666666667,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,11.764705882353,15.3846153846154,0,0,25.0000000000001,0,20.4081632653061,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-189",0,0,13.8888888888889,0,13.1578947368421,0,0,0,0,0,0,0,28.5714285714287,0,0,0,32.2580645161292,0,30.3030303030304,0,0,0,0,0,0,0,3.08641975308642,14.2857142857143,68.1818181818183,0,20,0
"SNPconfirmed|RGI|Strict|TEM-19",16.3934426229509,0,0,17.8571428571429,0,0,20.8333333333334,0,0,17.5438596491228,0,0,0,0,0,40.0000000000002,0,0,0,0,0,0,0,0,27.0270270270271,0,6.17283950617284,0,22.7272727272728,7.46268656716418,20,0
"SNPconfirmed|RGI|Strict|TEM-190",0,0,13.8888888888889,0,13.1578947368421,0,114.583333333333,0,68.1818181818183,0,0,0,28.5714285714287,0,0,0,0,0,0,0,15.3846153846154,0,0,0,13.5135135135135,20.4081632653061,0,0,34.0909090909091,37.3134328358209,0,20
"SNPconfirmed|RGI|Strict|TEM-192",0,0,0,0,0,0,41.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,123.076923076923,36.3636363636364,0,0,0,10.2040816326531,3.08641975308642,0,0,14.9253731343284,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-193",0,0,0,17.8571428571429,0,0,20.8333333333334,0,0,0,31.2500000000001,0,28.5714285714287,0,0,0,64.5161290322583,0,0,0,30.7692307692308,0,0,0,13.5135135135135,0,9.25925925925926,14.2857142857143,22.7272727272728,37.3134328358209,20,0
"SNPconfirmed|RGI|Strict|TEM-194",0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,20.4081632653061,3.08641975308642,0,11.3636363636364,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-197",0,0,0,0,0,0,62.5000000000001,0,0,17.5438596491228,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-198",0,25.6410256410257,13.8888888888889,0,0,0,0,0,0,0,31.2500000000001,0,0,0,0,40.0000000000002,0,0,0,0,30.7692307692308,0,0,50.0000000000002,0,30.6122448979592,9.25925925925926,0,22.7272727272728,29.8507462686567,0,0
"SNPconfirmed|RGI|Strict|TEM-199",0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,57.1428571428573,0,0,0,0,0,0,0,15.3846153846154,0,60.6060606060608,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-2",0,0,0,0,0,0,0,0,0,0,0,0,0,23.8095238095239,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-20",0,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,40.0000000000002,0,0,0,0,0,18.1818181818182,0,0,0,0,0,0,56.8181818181819,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-201",0,0,0,0,0,0,62.5000000000001,0,11.3636363636364,0,15.625,0,0,0,38.4615384615386,0,0,0,0,0,0,18.1818181818182,0,0,0,0,0,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|TEM-206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9230769230773,0,0,0,0,0,61.5384615384616,18.1818181818182,0,0,0,0,24.6913580246914,0,34.0909090909091,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-207",0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|TEM-208",0,0,13.8888888888889,17.8571428571429,13.1578947368421,4.04858299595142,0,0,11.3636363636364,17.5438596491228,0,0,28.5714285714287,0,0,0,0,0,30.3030303030304,11.764705882353,0,54.5454545454547,0,0,0,0,9.25925925925926,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-209",0,0,13.8888888888889,17.8571428571429,0,0,41.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,27.0270270270271,0,9.25925925925926,0,11.3636363636364,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-211",0,0,0,17.8571428571429,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,0,0,0,0,14.9253731343284,20,0
"SNPconfirmed|RGI|Strict|TEM-213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-215",0,0,0,0,0,0,20.8333333333334,17.2413793103449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5405405405406,0,3.08641975308642,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-216",0,0,0,53.5714285714287,0,0,10.4166666666667,0,0,0,0,0,57.1428571428573,23.8095238095239,38.4615384615386,0,225.806451612904,0,0,47.0588235294118,15.3846153846154,18.1818181818182,0,50.0000000000002,0,0,6.17283950617284,0,11.3636363636364,14.9253731343284,40.0000000000001,20
"SNPconfirmed|RGI|Strict|TEM-217",0,0,13.8888888888889,35.7142857142858,0,4.04858299595142,0,0,22.7272727272728,0,0,0,0,0,0,0,32.2580645161292,0,0,0,15.3846153846154,0,0,50.0000000000002,0,20.4081632653061,15.4320987654321,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-219",0,25.6410256410257,0,0,0,0,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,14.9253731343284,20,0
"SNPconfirmed|RGI|Strict|TEM-22",0,0,0,35.7142857142858,13.1578947368421,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0000000000001,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-220",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|TEM-26",0,0,0,17.8571428571429,13.1578947368421,0,0,0,0,0,0,0,0,23.8095238095239,38.4615384615386,0,0,0,0,0,15.3846153846154,0,0,0,13.5135135135135,10.2040816326531,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-29",0,0,0,0,0,0,0,0,0,35.0877192982457,31.2500000000001,0,57.1428571428573,0,0,0,32.2580645161292,32.2580645161292,30.3030303030304,0,0,0,0,0,0,10.2040816326531,0,14.2857142857143,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-3",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1538461538462,0,0,0,40.5405405405406,0,15.4320987654321,0,22.7272727272728,0,20,0
"SNPconfirmed|RGI|Strict|TEM-30",0,0,0,17.8571428571429,39.4736842105264,0,0,0,0,0,0,0,0,95.2380952380955,38.4615384615386,0,0,0,151.515151515152,35.2941176470589,15.3846153846154,0,0,25.0000000000001,0,40.8163265306123,27.7777777777778,42.8571428571429,11.3636363636364,7.46268656716418,60.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-33",0,0,0,17.8571428571429,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,90.9090909090912,0,15.3846153846154,0,0,0,13.5135135135135,0,0,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|TEM-34",49.1803278688526,0,0,35.7142857142858,13.1578947368421,0,114.583333333333,0,0,0,15.625,0,0,0,0,0,0,0,30.3030303030304,23.5294117647059,46.1538461538462,36.3636363636364,0,0,27.0270270270271,10.2040816326531,12.3456790123457,14.2857142857143,34.0909090909091,0,20,0
"SNPconfirmed|RGI|Strict|TEM-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0000000000001,0,10.2040816326531,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-40",0,0,0,17.8571428571429,0,0,0,0,0,0,0,0,0,47.6190476190478,0,0,0,0,0,0,0,0,0,50.0000000000002,13.5135135135135,0,12.3456790123457,28.5714285714286,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-42",0,0,0,17.8571428571429,13.1578947368421,0,0,0,0,0,0,27.7777777777779,0,0,76.9230769230773,0,0,0,0,0,15.3846153846154,0,0,100,40.5405405405406,0,3.08641975308642,0,45.4545454545455,14.9253731343284,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-43",0,0,0,0,0,0,20.8333333333334,0,11.3636363636364,0,0,0,0,0,0,0,32.2580645161292,0,0,0,46.1538461538462,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-45",0,0,0,17.8571428571429,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,30.7692307692308,0,0,0,0,10.2040816326531,0,71.4285714285715,0,0,20,20
"SNPconfirmed|RGI|Strict|TEM-47",0,0,0,0,26.3157894736842,0,20.8333333333334,0,0,0,31.2500000000001,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,13.5135135135135,30.6122448979592,18.5185185185185,14.2857142857143,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-48",0,0,0,0,0,0,20.8333333333334,34.4827586206897,11.3636363636364,0,0,0,0,0,0,0,0,0,0,11.764705882353,15.3846153846154,18.1818181818182,0,0,0,61.2244897959184,6.17283950617284,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-49",0,0,0,0,26.3157894736842,0,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,9.25925925925926,42.8571428571429,11.3636363636364,7.46268656716418,60.0000000000001,0
