"","FC.199A1in2_concatenated","FC.113A1in2_concatenated","FC.186A1in2_concatenated","FC.143A_concatenated","FC.172A1in2_concatenated","FC.177A1in2_concatenated","FC.112A1in2_concatenated","FC.161A1in2_concatenated","FC.162A_concatenated","FC.122A1in2_concatenated","FC.195A1in2_concatenated","FC.195A_concatenated","FC.134A_concatenated","FC.181A1in2_concatenated","FC.123A_concatenated","FC.133A_concatenated","FC.134A1in2_concatenated","FC.172A_concatenated","FC.181A_concatenated","FC.186A_concatenated","FC.123A1in2_concatenated","FC.162A1in2_concatenated","FC.142A1in2_concatenated","FC.143A1in2_concatenated","FC.161A_concatenated","FC.113A_concatenated","FC.177A_concatenated","FC.122A_concatenated","FC.133A1in2_concatenated","FC.199A_concatenated","FC.142A_concatenated","FC.112A_concatenated"
"CARD|phgb|D78168|536-1592|ARO:3000206|emrK|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRK",0,0,0,0,0,133.603238866397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.666666666667,0,0,0,0,0
"CARD|phgb|EF504260|1994-3155|ARO:3001818|ACC-4|betalactams|Class_C_betalactamases|ACC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.428571428572,0,119.402985074627,0,0
"CARD|phgb|FJ768952|0-1488|ARO:3000237|tolC|Multi-drug_resistance|Multi-drug_efflux_pumps|TOLC",0,0,0,0,0,230.769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.012345679012,0,0,0,0,0
"CARD|phgb|NC_002156|1429-2290|ARO:3000979|TEM-116|betalactams|Class_A_betalactamases|TEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2244897959184,0,0,0,0,0,0
"CARD|phgb|NC_002695|1737553-1737967|ARO:3000676|H-NS|Multi-drug_resistance|MDR_regulator|HNS",0,0,0,0,0,72.8744939271255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2469135802469,0,0,0,0,0
"CARD|phgb|NC_002695|3211891-3212506|ARO:3000832|evgA|Multi-drug_resistance|MDR_regulator|EVGA",0,0,0,0,0,105.263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9876543209877,0,0,0,0,0
"CARD|phgb|NC_002695|4904931-4905630|ARO:3000831|cpxR|Multi-drug_resistance|MDR_regulator|CPXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5555555555556,0,0,0,0,0
"CARD|phgb|NC_007779|1115840-1117067|ARO:3001329|mdtG|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTG",0,0,0,0,0,80.9716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.135802469136,0,0,0,0,0
"CARD|phgb|NC_007779|1621287-1621671|ARO:3000263|marA|Multi-drug_resistance|MDR_regulator|MARA",0,0,0,0,0,76.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7283950617284,0,0,0,0,0
"CARD|phgb|NC_007779|1745170-1746544|ARO:3001327|mdtK|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTK",0,0,0,0,0,161.943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.913580246914,0,0,0,0,0
"CARD|phgb|NC_007779|2166412-2167135|ARO:3000828|baeR|Multi-drug_resistance|MDR_regulator|BAER",0,0,0,0,0,125.506072874494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.716049382716,0,0,0,0,0
"CARD|phgb|NC_007779|2586250-2589364|ARO:3000491|acrD|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRD",0,0,0,0,0,340.080971659919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.777777777778,0,0,0,0,0
"CARD|phgb|NC_007779|3974604-3975429|ARO:3000508|gadX|Multi-drug_resistance|MDR_regulator|GADX",0,0,0,0,0,52.6315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.641975308642,0,0,0,0,0
"CARD|phgb|U00096|1124117-1125326|ARO:3001216|mdtH|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.888888888889,0,0,0,0,0
"CARD|phgb|U00096|1188315-1189776|ARO:3000835|phoQ|Multi-drug_resistance|MDR_regulator|PHOQ",0,0,0,0,0,441.295546558705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.283950617284,0,0,0,0,0
"CARD|phgb|U00096|2154015-2155263|ARO:3000792|mdtA|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTA",0,0,0,0,0,141.7004048583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.283950617284,0,0,0,0,0
"CARD|phgb|U00096|2155262-2158385|ARO:3000793|mdtB|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTB",0,0,0,0,0,344.129554655871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.654320987654,0,0,0,0,0
"CARD|phgb|U00096|2158385-2161463|ARO:3000794|mdtC|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC",0,0,0,0,0,230.769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.197530864198,0,0,0,0,0
"CARD|phgb|U00096|2368038-2370021|ARO:3002985|arnA|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNA",0,0,0,0,0,425.101214574899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0
"CARD|phgb|U00096|2484373-2487967|ARO:3000833|evgS|Multi-drug_resistance|MDR_regulator|EVGS",0,0,0,0,0,380.566801619433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.777777777778,0,0,0,0,0
"CARD|phgb|U00096|2812615-2814154|ARO:3000074|emrB|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRB",0,0,0,0,0,182.186234817814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.061728395062,0,0,0,0,0
"CARD|phgb|U00096|3203309-3204131|ARO:3002986|bacA|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3827160493827,0,0,0,0,0
"CARD|phgb|U00096|3412802-3413465|ARO:3000656|acrS|Aminoglycosides|Aminoglycoside_efflux_regulator|ACRS",0,0,0,0,0,85.0202429149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5061728395062,0,0,0,0,0
"CARD|phgb|U00096|3413863-3415021|ARO:3000499|acrE|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRE",0,0,0,0,0,190.283400809717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.432098765432,0,0,0,0,0
"CARD|phgb|U00096|3415032-3418137|ARO:3000502|acrF|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRF",0,0,0,0,0,429.14979757085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.604938271605,0,0,0,0,0
"CARD|phgb|U00096|3660413-3663527|ARO:3000796|mdtF|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC",0,0,0,0,0,485.82995951417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.950617283951,0,0,0,0,0
"CARD|phgb|U00096|4567286-4568519|ARO:3001214|mdtM|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC",0,0,0,0,0,101.214574898785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.617283950617,0,0,0,0,0
"CARD|phgb|U46859|22365-24057|ARO:3003049|rosB|Cationic_antimicrobial_peptides|Cationic_antimicrobial_peptide_efflux_pumps|rosB",0,0,486.111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.94117647059,0,0,0,0,0,0,0,0,0,0,0,0
"CARD|phgb|U46859|24294-25527|ARO:3003048|rosA|Cationic_antimicrobial_peptides|Cationic_antimicrobial_peptide_efflux_pumps|rosA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"MLS|AM399080.1|gene2|MLS|Lincosamide_nucleotidyltransferases|LNUA",0,8410.25641025644,5611.11111111112,0,0,0,0,0,0,0,140.625,138.888888888889,0,0,0,0,0,0,0,6388.23529411766,0,0,0,0,0,5897.95918367348,0,0,340.909090909091,0,0,0
"MLS|LnuA|M14039|413-898|486|MLS|Lincosamide_nucleotidyltransferases|LNUA",0,0,263.888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.352941176471,0,0,0,0,0,551.020408163266,0,0,0,0,0,0
"Mdr|AP009048.1|gene2135|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTD",0,0,0,0,0,279.352226720648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.814814814815,0,0,0,0,0
"Mdr|AP009048.1|gene3415|Multi-drug_resistance|MDR_regulator|CPXAR",0,0,0,0,0,425.101214574899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.185185185185,0,0,0,0,0
"Mdr|AP009048.1|gene3616|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTL",0,0,0,0,0,234.817813765182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.703703703704,0,0,0,0,0
"Mdr|CP000034.1|gene2198|Multi-drug_resistance|MDR_regulator|ASMA",0,0,0,0,0,368.421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.407407407407,0,0,0,0,0
"Mdr|CP000034.1|gene3834|Multi-drug_resistance|MDR_regulator|CPXAR",0,0,0,0,0,64.7773279352227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.938271604938,0,0,0,0,0
"Mdr|U46859.1|gene22|Fosmidomycin|Multi-drug_resistance|Multi-drug_efflux_pumps|ROSB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.764705882354,0,0,0,0,0,0,0,0,0,0,0,0
"Mdr|U46859.1|gene23|Multi-drug_resistance|Multi-drug_efflux_pumps|ROSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.823529411765,0,0,0,0,0,0,0,0,0,0,0,0
"RGI|gb|AF170730|+|69-735|ARO:3003744",0,0,208.333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.941176470589,0,0,0,0,0,0,0,0,0,0,0,0
"RGI|gb|AP009048.1|-|3980025-3981183|ARO:3000795",0,0,0,0,0,259.109311740891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.197530864198,0,0,0,0,0
"RGI|gb|AP009048.1|-|4153663-4154296|ARO:3000518",0,0,0,0,0,72.8744939271255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5925925925926,0,0,0,0,0
"RGI|gb|AP009048|+|2810082-2811255|ARO:3000027",0,0,0,0,0,198.380566801619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.296296296296,0,0,0,0,0
"RGI|gb|CP000800.1|-|1191727-1192954|ARO:3001329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.975308641975,0,0,0,0,0
"RGI|gb|CP015085.1|-|2551711-2552440|ARO:3003838",0,0,0,0,0,48.582995951417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5061728395062,0,0,0,0,0
"RGI|gb|D78168|+|1591-3130|ARO:3000254",0,0,0,0,0,101.214574898785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.617283950617,0,0,0,0,0
"RGI|gb|D78168|+|536-1592|ARO:3000206",0,0,0,0,0,117.408906882591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.493827160494,0,0,0,0,0
"RGI|gb|DQ149925.1|+|188-521|ARO:3003836",1262.29508196722,0,0,0,6671.05263157896,0,0,0,465.909090909092,0,468.750000000001,500.000000000002,0,47.6190476190478,0,0,0,5193.54838709679,0,0,0,254.545454545455,0,0,40.5405405405406,0,0,0,0,850.746268656717,0,0
"RGI|gb|NC_000913.3|+|2810769-2811300|ARO:3000516",0,0,0,0,0,153.846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.320987654321,0,0,0,0,0
"RGI|gb|NC_000913.3|-|481253-484403|ARO:3000216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.37037037037,0,0,0,0,0
"RGI|gb|NC_000913.3|-|484425-485619|ARO:3004043",0,0,0,0,0,165.991902834008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.691358024691,0,0,0,0,0
"RGI|gb|NC_002695.2|-|1737690-1738104|ARO:3000676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.641975308642,0,0,0,0,0
"RGI|gb|NC_002695|+|3211891-3212506|ARO:3000832",0,0,0,0,0,93.1174089068826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.641975308642,0,0,0,0,0
"RGI|gb|NC_007779|+|1621287-1621671|ARO:3000263",0,0,0,0,0,36.4372469635628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9012345679012,0,0,0,0,0
"RGI|gb|NC_007779|+|2166412-2167135|ARO:3000828",0,0,0,0,0,133.603238866397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.320987654321,0,0,0,0,0
"RGI|gb|NC_007779|+|2586250-2589364|ARO:3000491",0,0,0,0,0,344.129554655871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.20987654321,0,0,0,0,0
"RGI|gb|NC_007779|+|3974604-3975429|ARO:3000508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.037037037037,0,0,0,0,0
"RGI|gb|U00096.3|-|4567286-4568519|ARO:3001214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.098765432099,0,0,0,0,0
"RGI|gb|U00096|+|2154015-2155263|ARO:3000792",0,0,0,0,0,101.214574898785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.456790123457,0,0,0,0,0
"RGI|gb|U00096|+|2155262-2158385|ARO:3000793",0,0,0,0,0,457.48987854251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.83950617284,0,0,0,0,0
"RGI|gb|U00096|+|2158385-2161463|ARO:3000794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.641975308642,0,0,0,0,0
"RGI|gb|U00096|+|2484373-2487967|ARO:3000833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.432098765432,0,0,0,0,0
"RGI|gb|U00096|+|2812615-2814154|ARO:3000074",0,0,0,0,0,145.748987854251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.407407407407,0,0,0,0,0
"RGI|gb|U00096|+|3413863-3415021|ARO:3000499",0,0,0,0,0,246.963562753037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.172839506173,0,0,0,0,0
"RGI|gb|U00096|+|3415032-3418137|ARO:3000502",0,0,0,0,0,307.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.901234567901,0,0,0,0,0
"RGI|gb|U00096|+|3660413-3663527|ARO:3000796",0,0,0,0,0,356.275303643725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.086419753086,0,0,0,0,0
"RGI|gb|U00096|-|1124117-1125326|ARO:3001216",0,0,0,0,0,85.0202429149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.061728395062,0,0,0,0,0
"RGI|gb|U00096|-|3412802-3413465|ARO:3000656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8148148148148,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(3)-IIa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(3)-IIc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(3)-Ib",32.7868852459017,0,13.8888888888889,0,52.6315789473685,4.04858299595142,0,0,22.7272727272728,0,15.625,27.7777777777779,0,0,38.4615384615386,0,0,0,60.6060606060608,35.2941176470589,123.076923076923,18.1818181818182,0,25.0000000000001,27.0270270270271,10.2040816326531,3.08641975308642,14.2857142857143,0,44.7761194029851,0,0
"SNPconfirmed|RGI|Strict|AAC(6)-31",0,0,0,0,0,0,0,0,0,0,0,0,0,47.6190476190478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(6)-IIc",32.7868852459017,76.9230769230772,0,0,26.3157894736842,0,41.6666666666667,0,45.4545454545455,70.1754385964914,15.625,0,0,95.2380952380955,0,0,0,0,121.212121212122,23.5294117647059,46.1538461538462,0,60.6060606060608,0,13.5135135135135,30.6122448979592,12.3456790123457,28.5714285714286,22.7272727272728,14.9253731343284,60.0000000000001,0
"SNPconfirmed|RGI|Strict|AAC(6)-Ib7",245.901639344263,25.6410256410257,55.5555555555556,0,171.052631578948,0,0,0,102.272727272727,17.5438596491228,296.875000000001,83.3333333333336,57.1428571428573,47.6190476190478,0,0,32.2580645161292,0,30.3030303030304,82.3529411764707,46.1538461538462,145.454545454546,0,25.0000000000001,108.108108108108,10.2040816326531,3.08641975308642,42.8571428571429,45.4545454545455,253.731343283582,0,20
"SNPconfirmed|RGI|Strict|AAC(6)-Ic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|AAC(6)-Ii",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACC-1",0,0,0,0,105.263157894737,0,0,0,68.1818181818183,35.0877192982457,0,27.7777777777779,0,0,0,0,0,0,0,11.764705882353,0,163.636363636364,0,0,0,0,0,100,0,74.6268656716419,0,0
"SNPconfirmed|RGI|Strict|ACC-2",49.1803278688526,0,0,0,26.3157894736842,0,0,0,79.5454545454546,35.0877192982457,0,0,28.5714285714287,0,0,0,64.5161290322583,0,0,0,0,109.090909090909,0,0,0,0,0,85.7142857142859,0,52.2388059701493,0,0
"SNPconfirmed|RGI|Strict|ACC-3",81.9672131147543,0,0,0,197.368421052632,0,0,0,113.636363636364,52.6315789473685,31.2500000000001,83.3333333333336,0,0,0,0,0,0,0,47.0588235294118,0,72.7272727272729,0,0,0,0,0,214.285714285715,0,104.477611940299,0,0
"SNPconfirmed|RGI|Strict|ACC-4",65.5737704918034,0,0,0,236.842105263158,0,0,0,147.727272727273,35.0877192982457,0,0,57.1428571428573,0,0,0,0,0,0,11.764705882353,0,218.181818181819,30.3030303030304,0,0,0,0,157.142857142857,0,149.253731343284,0,0
"SNPconfirmed|RGI|Strict|ACC-5",49.1803278688526,0,0,0,105.263157894737,0,0,0,113.636363636364,87.7192982456142,0,0,28.5714285714287,0,0,0,0,64.5161290322583,0,0,0,163.636363636364,0,0,0,0,0,142.857142857143,0,44.7761194029851,0,0
"SNPconfirmed|RGI|Strict|ACT-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-18",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-27",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,38.4615384615386,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-30",0,0,0,0,0,4.04858299595142,0,0,22.7272727272728,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,81.0810810810812,0,3.08641975308642,0,22.7272727272728,0,20,0
"SNPconfirmed|RGI|Strict|ACT-32",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-35",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-36",0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ACT-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|ACT-5",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0270270270271,0,3.08641975308642,0,0,0,20,0
"SNPconfirmed|RGI|Strict|ACT-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|ANT(2)-Ia",0,0,55.5555555555556,0,0,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,30.7692307692308,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ANT(3)-Ii-AAC(6)-IId fusion protein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ANT(6)-Ia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0000000000002,0,0,0,0,0,0,0,0,0,0,0,0,22.7272727272728,0,0,0
"SNPconfirmed|RGI|Strict|APH(3)-IIIa",0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|APH(3)-Ia",0,0,0,0,13.1578947368421,0,20.8333333333334,0,0,35.0877192982457,31.2500000000001,0,28.5714285714287,47.6190476190478,76.9230769230773,0,0,0,0,23.5294117647059,61.5384615384616,0,0,0,0,0,12.3456790123457,28.5714285714286,56.8181818181819,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|APH(3)-Ib",0,51.2820512820514,0,71.4285714285716,105.263157894737,4.04858299595142,385.416666666667,34.4827586206897,45.4545454545455,35.0877192982457,93.7500000000002,55.5555555555557,171.428571428572,71.4285714285716,0,0,0,0,121.212121212122,35.2941176470589,307.692307692308,0,0,0,54.0540540540541,122.448979591837,12.3456790123457,114.285714285714,136.363636363637,0,40.0000000000001,40.0000000000001
"SNPconfirmed|RGI|Strict|APH(6)-Id",0,25.6410256410257,55.5555555555556,107.142857142857,0,0,218.75,68.9655172413795,0,17.5438596491228,31.2500000000001,0,0,142.857142857143,153.846153846155,80.0000000000004,0,0,90.9090909090912,94.1176470588237,107.692307692308,0,0,50.0000000000002,0,81.6326530612246,12.3456790123457,85.7142857142859,79.5454545454546,44.7761194029851,80.0000000000002,160
"SNPconfirmed|RGI|Strict|AcrE",0,0,0,0,0,408.906882591093,31.25,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,484.567901234568,0,0,0,0,0
"SNPconfirmed|RGI|Strict|AcrF",0,0,13.8888888888889,0,13.1578947368421,684.21052631579,41.6666666666667,0,11.3636363636364,0,31.2500000000001,55.5555555555557,0,0,0,0,32.2580645161292,64.5161290322583,0,0,30.7692307692308,54.5454545454547,0,0,13.5135135135135,0,1033.95061728395,14.2857142857143,22.7272727272728,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|AcrS",0,0,0,0,0,109.311740890688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.975308641975,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CARB-10",0,0,0,0,0,0,114.583333333333,0,0,0,0,0,28.5714285714287,47.6190476190478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CARB-14",0,0,0,0,0,0,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|CARB-16",0,0,0,0,0,0,104.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|CARB-5",0,0,0,0,0,0,41.6666666666667,0,0,0,0,0,28.5714285714287,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,20.4081632653061,0,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|CARB-8",0,0,0,0,0,0,31.25,0,0,0,0,0,0,47.6190476190478,0,0,32.2580645161292,0,0,0,0,0,30.3030303030304,0,0,10.2040816326531,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|CFE-1",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-100",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
